Product ID,Short Description,Cost
SS-GEN2200050,"(P02491-B21) HPE DL380 Gen10 Xeon-S 4208  (2.10GHz 11M Cache, 8C) Processor Kit ",500
SS-GEN2200048,"(P02498-B21) HPE DL380 Gen10 Intel Xeon-G 5218 (2.30GHz 22M Cache, 16C) Processor Kit  ",900
SS-HPH5500191, ( P49610-B21 )  INT Xeon-S 4410Y CPU for HPE,700
DSSUGEN22INT000BX065, ( P49653-B21 ) INT Xeon-G 5416S CPU for HPE,1300
HP Server Memory,,
SS-HPH3300024,( P43019-B21 ) HPE 16GB (1x16GB) Single Rank x8 DDR4 ML30 G10 Plus,140
DSSUHPH3316G000BX007,(P00922-B21/ P00920-B21 ) HPE 16GB 2Rx8 PC4-2933Y-R Smart Kit,130
SS-HPH3300017,(P03050-091)HP 16GB 2RX8 PC4-3200 RDIMM,140
SS-HPH3300089,(P43322-B21)HPE 16GB 1Rx8 PC5-4800B-R Smart Kit,190
SS-HPH3300012,(P00924-B21 ) HPE 32GB 2RX4 PC4-2933Y-R Smart Kit ,230
SS-HPH3300010,(P03052-091) HPE 32GB 2Rx4 PC4-3200 RDIMM,275
SS-HPH3300023,(P06033-B21) HPE 32GB (1x32GB) Dual Rank x4 DDR4-3200,275
SS-HPH3300028,( P43328-B21 ) HPE 32GB 2Rx8 DDR5-4800,300
SS-HPH3300015,(P00930-B21) HPE 64GB 2Rx4 DDR4-2933 Memory kit,325
SS-HPH3300088,(P06035-B21) HPE 64GB 2Rx4 PC4-3200AA-R SMART Kit,340
SS-HPH3300029,( P43331-B21 ) HPE 64GB 2Rx4 PC5-4800B-R Smart Kit,475
HP Server Hard Drives,,
SS-HPH4400065,( 861681-B21 ) HPE 2TB 3.5" SATA 7.2K LFF LP DS,190
SS-HPH4400003,( 872475-B21 ) HPE 300GB 12G SAS 10K Rpm SFF 2.5in SC Hard Disk,150
SS-HPH4400071,( P40430-B21 ) HPE 300GB SAS 10K SFF BC MV HDD for G10 Plus servers ,165
DSSUHPH44300000BX002,( 759208-B21) HPE 300GB 12G SAS 15K Rpm SFF (2.5-inch) SC Enterprise Hard Drive,165
SS-HPH4400085,(870753-B21)HPE 300GB SAS 12G Mission Critical 15K SFF SC,170
SS-HPH4400007,(872477-B21) 600GB 12G SAS 10K SFF SC DS HDD,195
SS-HPH4400015,( 759212-B21 ) HPE 600GB SAS 12G Enterprise 15K (2.5 in) SC HDD,245
SS-HPH4400078,(870757-B21) HP 600GB SAS 15K 2.5" HDD,255
SS-HPH4400036,HP 900GB SAS 12G 15K 2.5" SFF 512e Hard Drive,330
SS-HPH4400084,(870759-B21)HPE 900GB SAS 12G Mission Critical 15K SFF SC 3-year Warranty,350
DSSXHPH44122000BX010,(872479-B21)  1.2TB 12G SAS 10K SFF SC DS HDD,210
SS-HPH4400072,( P28586-B21 ) HPE 1.2TB SAS 10K SFF BC MV HDD for G10 Plus & G11 servers ,245
SS-HPH4400010,( 881457-B21) HPE 2.4TB SAS 12G 10K SFF SC 512e DS HDD ,320
SS-HPH4400075,( P28352-B21) HPE 2.4TB SAS 12G Mission Critical 10K SFF 3-year Warranty 512e MV HDD  G10 Plus & G11 servers ,375
SS-HPH4400086,(P18420-B21) HPE 240GB SATA RI SFF SC DS SSD HDD ,240
SS-HPH4400054,(P18432-B21) HPE 480GB SATA MU SFF SC MV SSD,325
SS-HPH4400091,(P40502-B21) HPE 480GB SATA 6G Mixed Use SFF BC Multi Vendor SSD for DL 380 G10 Plus,330
SS-HPH4400081,( P18422-B21 ) HPE 480GB SATA RI SFF SC MV SSD - Gen10,250
SS-HPH4400016,(P40497-B21) HPE 480GB SATA MU SFF SC MV SSD for DL 380 G10 Plus,300
DSSUHPH44480000BX005,(P47807-B21) HPE 480GB SATA RI LFF SCC MV S,250
SS-HPH4400022,( P18424-B21 ) HPE 960GB SATA 6G Read Intensive SFF (2.5in) SC SSD,350
SS-HPH4400055,( P40498-B21) HPE 960GB SATA 6G Read Intensive SFF (2.5in) SC SSD for DL 380 G10 Plus,370
SS-HPH5500169,( P40503-B21 ) HPE 960GB SATA 6G Mixed Use SFF BC Multi Vendor SSD DL 380 G11,425
SS-HPH4400089,(P40499-B21)HPE 1.92TB SATA RI SFF BC MV SSD,500
DSSUHPH44196000BX003,(P18426-B21)HPE 1.92TB SATA 6G RI SFF SC MV SSD,500
SS-HPH4400030,( 872487-B21 )HPE 4TB SAS 12G Midline 7.2K LFF (3.5in) SC 1yr Wty Digitally Signed Firmware HDD,300
SS-HPH4400073,( 819201-B21 )HPE 8TB SAS 12G  7.2K LFF (3.5in) SC 1yr Wty  HDD,400
SS-HPH4400093,(881779-B21) HPE 12TB SAS 7.2K LFF SC,600
HP Server Power Supplies,,
SS-HPH5500012,(865408-B21) HP 500W Flex Slot Platinum Hot Plug Power Supply Kit,175
SS-HPH5500037,(865414-B21 ) HPE power Supply 800W hot plug for Dl 380 G10 server,200
SS-HPH5500130,( P38995-B21 ) HPE 800W Flex Slot Platinum Hot Plug Low Halogen Power Supply Kit DL 380 G10 Plus server,220
SS-HPH5500186, ( P03178-B21 ) HPE 1000W FS Titanium  Hot Plug PS Kit,325
HP Cards,,
SS-HPH5500022,(826708-B21 ) & (726537-B21) HPE DL38X Gen10 Universal Media Bay + HPE 9.5mm SATA DVD-RW Optical Drive,250
SS-HPH5500192, ( P47223-B21 ) HPE ProLiant ML350 Gen11 Standard Heat Sink Kit,300
SS-HPH5500193, ( P47902-B21 ) HPE ProLiant ML350 Gen11 Second CPU Fan Kit,175
SS-HPH5500194, ( P49145-B21 ) HPE DL380 Gen11 Std Heat Sink Kit,90
SS-HPH5500195, ( P49146-B21 ) HPE DL380 Gen11 Std Fan Kit,120
B2B-SSHPH5500044,(P37034-B21)HPE DL380 GEN10+ STND HEATSINK KIT,90
SS-HPH5500004,FAN FOR DL380 GEN10,50
SS-HPH5500038,Heat sink and 2 Fans for DL380 G10,150
SS-HPH5500114,HPE Ethernet 1Gb 4-port 366FLR Adapter,150
SS-HPH5500158,(P51178-B21) HPE BCM 5719 1Gb 4p BASE-T Adptr,150
SS-HPH5500024,(647594-B21) HPE Ethernet 1Gb 4-port BASE-T BCM5719 Adapter,150
SS-HPH5500026,(652503-B21) HPE Ethernet 10Gb 2P 530SFP+ Adapter High Profile,230
SS-HPH5500159,( 813661-B21 ) HPE Ethernet 10Gb 2-port BASE-T BCM57416 Adapter,375
SS-HPH5500160,( P26253-B21 ) HPE BCM 57416 10GbE 2p BASE-T Adpt,375
SS-HPH5500019,(665249-B21) HPE Ethernet 10Gb 2P 560SFP+ Adapter High Profile,220
SS-HPH5500028,( 455883-B21 ) HPE BLc 10G SFP+ SR Transceiver,90
SS-HPH5500134,( 867707-B21) HPE Ethernet 10Gb 2-port BASE-T QL41401-A2G Adapter. Gen 10,375
SS-HPH5500034,(P9D93A) HPE SN1100Q 16Gb 1P FC HBA High Profile,750
SS-HPH5500104,(P9D94A) HPE SN1100Q 16Gb 2P FC HBA High Profile,850
B2B-SSHPH5500028,QK734A - HPE Premier Flex LC/LC Multi-Mode OM4 2 Fiber 5M Cable,120
DSSUHPH55NTC000BX016,(P28787-B21) INTEL X710-DA2 ETHERNET 10GB 2-PORT SFP+ ADAPTER FOR HPE,300
DSSUHPH55OTH000BX018,(P08449-B21 )INTEL I350-T4 ETHERNET 1GB 4-PORT BASE-T OCP3 ADAPTER FOR HPE,220
DSSUHPH55OTH000BX011,HPE SN1610Q 32GB 2-Port Fibre Channel Host Bus Adapter,1850
SS-HPH5500132,HPE HEATSINK + 2FAN FOR DL380 G10+,150
DSSUHPH55CAD000BX002,DL380 G10+ CADDY,30
DSSUHPH55CAD000BX001,HP DL380 G10 CADDY 2.5",30
SS-DEL5500264,HPE BCM 57412 10GbE 2p SFP+ OCP3 Adptr,300
HP Win Server,,
SS-DEL5500129,(BUN-P73-07788) Microsoft WINDOWS SERVER STANDARD 2019 16 CORE ,790
SS-DEL5500161,(P73-08328) Windows Svr Std 2022 64Bit English 1pk DSP OEI 16 Core,950
SS-HPH5500154,(  P46171-A21) Microsoft Windows Server 2022 (16-Core) Standard ROK EU Software,875
SS-HPH5500009,(  BD505A ) HPE iLO Advanced 1-server License with 3yr Support on iLO Licensed Features ,325
DEEUHPH55ILO000BX002,(512485-B21) HPE ILO ADVANCED 1-SERVER LICENSE WITH 1YR SUPPORT ON ILO LICE,250
MICROSOFT OS & SOFTWEAR,,
EE-MST1100030,(FQC-10528)  Windows 11 Pro 64Bit Eng Intl 1pk DSP OEI DV,145
DEEUMST11O24000AC001,(EP2-06634) OFFICE HOME AND BUSINESS 2024 ENGLISH,225
New ,"Windows Server 2022,Standard,MICROSOFT ",950
New ,"Windows Server 2025,Standard,MICROSOFT ",1000
ASUS Desktop & LED,,
BB-ASU1100002,"( VP228HE ) ASUS VP228HE, 21.5'' FHD (1920x1080) monitor, 1ms, HDMI, D-Sub , Low Blue Light, Flicker Free, TUV certified",115
AA-ASU5500001,ASUS KEYBOARD+MOUSE – WIRELESS ,40
AA-ASU1124D701,"(V241EAK-WA045D)AIO,V241,23.8F,i7-1165G7,16GB,512GB,DOS",750
Lenovo Desktops,,
NEW,"Neo 50t G3,i5-12400,4GB DDR4,1TB 7200rpm,Integrated,No OS, ,DVD±RW, , ,3-in-1 Card Reader,,,, Parallel Port, ,Internal Speaker,2-in-1 CPU fan,,USB CLP ARA,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr Carry-in,  , ",450
NEW,"Neo 50t G3,i7-12700,4GB DDR4,1TB 7200rpm,Integrated,No OS, ,DVD±RW, , ,3-in-1 Card Reader,,,, Parallel Port, ,Internal Speaker,2-in-1 CPU fan,,USB CLP ARA,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr Carry-in,  ,",550
NEW ,"12DR0027GR / 12DR002RGP M70t G4,TWR,,i7-13700,8GB DDR4,512GB SSD M.2 2280,NVMe G4,Integrated,No OS,No DVD,HD Cam & Dual Mic, ,Internal Speaker,,,USB TRD ARA,USB CLP,MOUSE,PUB_FRA/ARA/ENG,1Yr Carry-in, ,",650
NEW ,"12U6005LGR - M70t G5,TWR, ,i5-13400,8GB DDR5,512GB SSD M.2 2280 NVMe G4,Integrated,No OS,No DVD, ,Intel AX211 2x2AX_6E+BT, , , , , ,  ,Internal Speaker, , ,USB TRD ARA,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr Carry-in,  ,  ",500
NEW ,"12U6006VGP M70t G5,TWR, ,i7-13700,8GB DDR5,512GB SSD M.2 2280 NVMe G4,Integrated,No OS,No DVD, ,Intel AX211 2x2AX_6E+BT, , , , , ,  ,Internal Speaker, , ,USB TRD UK-ENG,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr Carry-in,  ,",600
Lenovo  AIO ,,
NEW ,"12JM0019GP - M90a Pro Gen4,27"" QHD Non-Touch, ,i7-13700,16GB DDR5,512GB SSD M.2 2280 NVMe G4p,Integrated,Win 11 Pro 64,DVD±RW,5MP IR Cam,Intel AX211 2x2AX_6E+BT,3-in-1 Card Reader, ,Full Function Stand, , ,  ,Internal Speaker, , ,Wireless CLP UK-ENG K&M, ,PUB_FRA/ARA/ENG,3Yr On-site,HDMI-In , 1Y Premier Support",1400
NEW ,"12SL0006GP -  M90a G5,23.8"" Multi-Touch, ,i7-14700,16GB DDR5,512GB SSD M.2 2280 NVMe G4,Integrated,Win 11 Pro 64,DVD±RW,5MP IR Cam,Intel AX211 2x2AX_6E+BT,3-in-1 Card Reader, ,Full Function Stand, , ,  ,Internal Speaker, , ,USB TRD UK-ENG,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr On-site,HDMI-In , 3Y On-site",1300
NEW ,"12SL0009GP - M90a G5,23.8"" Non-Touch, ,i7-14700,16GB DDR5,512GB SSD M.2 2280 NVMe G4,Integrated,Win 11 Pro 64,DVD±RW,5MP IR Cam,Intel AX211 2x2AX_6E+BT,3-in-1 Card Reader, ,Full Function Stand, , ,  ,Internal Speaker, , ,USB TRD UK-ENG,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr On-site,HDMI-In , 3Y On-site",1200
Lenovo  Tiny ,,
NEW ,"12LN003PGP.    Neo50q. Tiny. I5 13420H. 8gb. 512gb,VESA Mount, ,  ,Internal Speaker, ,135W Adapter,USB TRD UK-ENG,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr Carry-in,",500
NEW,"12E3002RGP -  M70q G4 Tiny,Tiny, ,i7-13700T,8GB DDR4,512GB SSD M.2 2280 NVMe G4,Integrated,No OS,No DVD, ,RTL8852BE 2x2AX+BT, , , ,VESA Mount, ,  ,Internal Speaker, ,135W Adapter,USB TRD UK-ENG,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr Carry-in,  ,  ",600
NEW,"12TH0020GP - M90q G5 Tiny,Tiny, ,i7-14700T,8GB DDR5,512GB SSD M.2 2280 NVMe G4,Integrated,Win 11 Pro 64,No DVD, , , , , ,VESA Mount, ,  ,Internal Speaker, ,135W Adapter,USB TRD UK-ENG,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr On-site,  , 3Y On-site",950
NEW,"12TH0024GP -  M90q G5 Tiny,Tiny, ,i5-14500T,8GB DDR5,512GB SSD M.2 2280 NVMe G4,Integrated,Win 11 Pro 64,No DVD, ,Intel AX211 2x2AX_6E+BT, , , ,VESA Mount, ,  ,Internal Speaker, ,90W Adapter,USB TRD UK-ENG,USB CLP MOUSE,PUB_FRA/ARA/ENG,1Yr On-site,  , 3Y On-site ",850
Lenovo Workstation,,
DAAULNV11P30WI7BX001,"(30GS000TAX)LENOVO P3 TOWER,I7-13700,16GB,512GB,E/A KB,WIN11,3YW ONSITE",1200
DAAULNV11P30WI7BX003,"(30GS00BDAX)P3 TOWER,I7-14700,16G DDR5, 512GB SSD,WIN11,E/A KB, 3YRS ONSITE",1300
DCCULNV11P14WI7BX004,"(21G20033GR)P14S G5,ULTRA 7 155H,1X16GB, 512GB SSD,WIN11,E/A KB,3YRS CI",1800
DCCULNV11P14WU7BX001,"(21G20003GR) P14S G5,ULTRA 7 155H,16GB,512GB SSD,4GB,WIN11,E/A KB,3YRS CI",1700
DCCULNV11P16WU7BX001,"(21KS000RGR)THINKPAD P16S GEN3,7-155H,16GB,512GB,RTX 500 4GB,W11,E/A KB,3YR",1800
LENOVO LED,,
BB-LNV1100001," Lenovo D19-10 18.5''HD (VGA,HDMI) 1YR",85
BB-LNV1100012,"MNT-Lenovo 21.5""-  L22e 30, (1920*1080),HDMI,VGA",90
DBBULNV11L22000BX003," 67AEKACBAE - Lenovo L22i-40 22 inch FHD Gaming Monitor Eyesafe 2.0 (IPS Panel, 75Hz, 4ms, HDMI, VGA, FreeSync™, Speakers, Metal Stand with Phone Holder) - Tilt Stand",75
DBBULNV11L24000BX004,"67BCKAC6AE -  Lenovo L24i-4A ,23.8 inch ,FHD | IPS | 4ms | 100Hz (HDMI) | VGA + HDMI | FreeSync | 4Side Borderless | Metal Stand |2X3W Speakers | New Artery SW|NLBL+EyeSafe2.0,  Phone holder ,Cloud Grey color .",95
DBBULNV11L27000BX006,"67BEKAC1AE - Lenovo L27i-4A ,27 inch ,FHD | IPS | 1ms | 100Hz (HDMI) | VGA + HDMI | FreeSync | 4Side Borderless | Metal Stand |2X3W Speakers | New Artery SW|NLBL+EyeSafe2.0 ,  Phone holder ,Cloud Grey color . ",130
DBBULNV11T24000BX002,(63CFMATXUK)Lenovo ThinkVision T24i-30 24 inch FHD Monitor,175
DBBULNV11T27000BX001,"(63A4MAT1UK)T27i-30 27"" Monitor,IPS panel,1920 x 1080,3yrs",200
DBBULNV11S22000BX002 ,"63FCKATBUK) LENOVO S22I-30,21.5"",1920X1080,HDMI,MONITOR,3YRS",90
DBBULNV11S24000BX002,(63DEKAT3UK) LENOVO S24I-30 23.8" MONITOR 3 YRS,100
DBBULNV11S27000BX001,"63DFKAT4UK -  S27i-30 27.0'' Monitor, IPS panel , 1920 x 1080,  Input connectors- VGA + HDMI 1.4 ,Cables included - HDMI, 3 Years warranty",120
DBBULNV11Y27000BX001,"(66F8GAC3UK)LENOVO LEGION Y27-30 27 INCH, FHD (1920X1080) IPS DISPLAY,",250
LENOVO - Servers,,
DSSULNV11ST5000BX004,"(7D8JA045EA)ST50 V2,E-2324G,2x1TB,1x16GB, 500W 94% Efficiency,No DVD,3YRS",850
DSSULNV11SR2000PH001,"( 7D7QA031EA ) SR250 V2 Xeon E-2314, 1x32GB, O/B, 2.5"" HS (8), 5350-8I, HS 450W Titanium,",900
DSSULNV11SR2000BX001,"( 7D7QA031EA )  SR250 V2 Xeon E-2378 (8C 2.6GHz 16MB Cache/65W), 1x32GB, O/B, 2.5"" HS (8), 5350-8I, HS 450W Titanium, XCC Enterprise, Rails",1400
DSSULNV11SR6000BX003,"( 7Z73A06BEA ) Lenovo SR650 V2 Xeon Silver 4314 (16C 2.4GHz 24MB Cache/135W), 32GB (1x32GB, 3200MHz 2Rx4 RDIMM), 8 SAS/SATA, 9350-8i, 1x750W Platinum, 5 Standard Fans, XCC Enterprise, Toolless V2 Rails",2600
DSSULNV11SR6000BX004,"( 7D76A02QEA ) Server SR650 V3 Xeon Silver 4410Y (12C 2.0GHz 30MB Cache/150W), 64 GB (1x64GB, 4800MHz 2Rx4 DDR5 RDIMM), 8 SAS/SATA, 940-8i 4G, 1x1100W Titanium, 5 Standard Fans, XCC Platinum ",2600
DSSULNV11SR6000BX007,"( 7D76A05JEA ) Lenovo SR650 V3 Xeon Silver 4510 (12C 2.4GHz 30MB Cache/150W), 64GB (1x64GB, 4800MHz 2Rx4 DDR5 RDIMM), 8 SAS/SATA, 940-8i, 1x1100W Titanium, 5 Standard Fans, XCC2 Platinum, Toolless V2 Rails",2850
DSSULNV11SR6000BX008,"( 7D76A06HEA ) SR650 V3 Xeon Silver 4514Y (16C 2.0GHz 30MB Cache/150W), 64GB (1x64GB, 5600MHz 2Rx4 DDR5 RDIMM), 8 SAS/SATA, 9350-8i, 1x1100W Titani um, 5 Standard Fans, XCC2 Platinum, Toolless V2 Rails",3100
LENOVO  Options,,
DSSULNV44245000BX002,( 7XB7A00069 ) ThinkSystem 2.5" 2.4TB 10K SAS 12Gb Hot Swap 512e HDD,350
DSSULNV44960000BX002,(4XB7A82260) LENOVO 2.5" 5400 PRO 960GB SATA 6GB SSD,250
DSSULNV22INT000BX001,(4XG7A37981) ThinkSystem SR590/SR650 Intel Xeon Silver 4210R 10C  2.4GHz Processor Option Kit w/o FAN,750
DSSULNV44204000BX001,Lenovo 2 TB Hard Drive - 3.5" Internal - SATA (SATA/600),90
DSSULNV55PSU000BX003,( 4P57A75972 ) ThinkSystem V2 750W(230V/115V) Platinum Hot-Swap Power Supply v2,190
DSSULNV55PSU000BX004,( 4P57A72666 ) ThinkSystem 1100W 230V Titanium Hot-Swap Gen2 Power Supply SR650 V3,250
4L67A08366,"2.8m, 10A/100-250V, C13 to IEC 320-C14 Rack Power Cable",90
DSSULNV55NTC000BX001,( 4XC7A08235 ) ThinkSystem Broadcom 5719 1GbE RJ45 4-port OCP Ethernet Adapter,150
DSSULNV3316G000BX002,(4ZC7A08708) ThinkSystem 16GB TruDDR4 2933MHz (2Rx8 1.2V) RDIMM,145
DSSULNV55CAD000BX001,2.5" SAS TRAY CADDY FOR LENOVO THINK SYSTEM SR650 WSCREW,75
DSSULNV55OTH000BX010,ThinkSystem RAID 9350 - 8i 2Gb,350
DSSULNV55OTH000BX011,( 4XC7A08242 ) ThinkSystem Broadcom 57454 10/25GbE SFP28 4-port OCP Ethernet Adapter,325
DSSULNV44480000BX001,( 4XB7A82287 ) ThinkSystem M.2 5400 PRO 480GB Read Intensive SATA 6Gb NHS SSD,180
DSSULNV44480000BX002,( 4XB7A82259 ) ThinkSystem 2.5" 5400 PRO 480GB Read Intensive SATA 6Gb HS SSD,200
DSSULNV55OTH000BX012,( 7ZT7A00484 ) ThinkSystem Broadcom 5719 1GbE RJ45 4-Port PCIe Ethernet Adapter,150
DSSULNV55OTH000BX013,( 7ZT7A00537 ) ThinkSystem Intel X710-DA2 PCIe 10Gb 2-Port SFP+ Ethernet Adapter,320
DSSULNV55OTH000BX008,( 01CV840 ) Emulex16GbGen6FCDual-port HBA,650
DSSULNV3364G000BX001,( 4X77A77032 ) ThinkSystem 64GB TruDDR5 4800MHz (2Rx4) 10x4 RDIMM,400
DSSULNV44960000BX003,( 4XB7A17102 ) ThinkSystem 2.5" S4520 960GB Read Intensive SATA 6Gb HS SSD,325
DSSULNV55OTH000BX015,(4XC7A08238)THINKSYSTEM BROADCOM 57414 10/25GBE SFP28 ETHERNET ADAPTERS,275
DSSULNV55OTH000BX016,(46C3447)LENOVO 10GBASE-SR SF,90
DSSULNV44960000BX001,(4XB7A38273)960GB ENTRY SATA 6GB HOT SWAP SSD,250
DSSULNV44480000BX003,(4XB7A82289)THINKSYSTEM 2.5" 5400 MAX 480GB MIXED USE SATA 6GB HS SSD,195
DSSULNV44102000BX001,THINKSYSTEM 1TB SATA 6GBPS 3.5,50
DSSULNV55OTH000BX007,(4F17A14497)LENOVO THINKSYSTEM SR650 V2 STANDARD FAN OPTION KIT,90
DSSULNV55OTH000BX017,(4XH7A61079)THINKSYSTEM SR650 V2/SR665 X16/X8/X8 PCIE G4 RISER1/2 OPTION KIT V2,120
DSSULNV55OTH000BX018,(4XH7A82896)THINKSYSTEM V3 2U X16/X8/X8 PCIE G4 RISER 1/2 OPTION KIT,90
