Product ID,Short Description,Cost
DSSUDEL11R36000BX004,"PE R360/Chassis 8 x 2.5"" HotPlug/ Intel Xeon E-2414, 2.5"" Chassis with up to 8 Hot Plug Hard Drives/ 16GB UDIMM 4800MT/s ECC/  1 x 600GB 10K RPM SAS 12Gbps 512e 2.5in Hot-plug Hard Drive/ReadyRails Static Rails/Bezel/Broadcom 5720 Dual Port/PERC H355 LP without brackets/iDRAC9 Express 15G/Dual Hot-Plug Power Supply 600W , 3Yr PS Warranty - Next Business Day (Emerging Only) ",2290
 DELL PE R450 (3.5" Chassis with up to 4 Hard Drives) ,DELL PE R450 (3.5" Chassis with up to 8 Hard Drives) * NEW *,
DSSUDEL11R45000BX020,"PowerEdge R450 Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM   Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 , 4x3.5"", 32GB RDIMM, 3200MT, 2.4TB HD SAS ISE 12Gbps 10k, iDRAC9 Enterprise 15G,  Single (0+1) PS 1000W Titanuim, PERC H355 Adapter , Riser Config 0, 1xOCP 3.0(x16) + 1x16LP,  2.0 V3,  ReadyRails , 3Yr NBD ",3100
DSSUDEL11R45000BX030,"PowerEdge R450 Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM   Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 , 4x3.5"", 16GB RDIMM, 3200MT, 2TB HD SATA 6Gbps 7.2k, iDRAC9 Enterprise 15G,  PS (1+1) PS 700W Titanuim, PERC H355 Adapter , Riser Config 0, 1xOCP 3.0(x16) + 1x16LP,  2.0 V3,  ReadyRails , 3Yr NBD ",3100
DSSSDEL11R45000BX001,"PowerEdge R450 Server : 4x3.5"" (SAS/SATA) 1 CPU / Intel Xeon Silver 4310 2.1G, 12C/24T / 16GB RDIMM, 3200MT/s, Dual Rank / 1x 2TB Hard Drive SATA 6Gbps 7.2K / PERC H755 /Broadcom 5720 Dual Port 1Gb On-Board  / No OCP 3.0  NIC /  iDRAC9, Enterprise 15G / Dual, Hot-Plug, Power Supply, Redundant (1+1), 700W / 3Yr Basic Next Business Day",3150
DSSUDEL11R45000BX021,"PowerEdge R450 Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM   Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 , 4x3.5"", 16GB RDIMM, 3200MT, 1.2TB HD SAS ISE 12Gbps 10k, iDRAC9 Enterprise 15G,  Dual Hot-Plug Power Supply 700W Titanuim , PERC H755 SAS Front, Riser Config 0, 1xOCP 3.0(x16) + 1x16LP, Broadcom 5720 Quad Port 1GbE BASE-T Adapter OCP NIC 3.0 ,Trusted Platform Module 2.0 V3,  ReadyRails, 3Yr ProSupport and NBD On-Site Service",3250
DSSUDEL11R45000BX024,"PowerEdge R450 Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM   Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 , 4x3.5"", 2 x 16GB RDIMM, 3200MT, 2.4TB HD SAS ISE 12Gbps 10k, iDRAC9 Enterprise 15G,  Dual Hot-Plug Power Supply 700W Titanuim , PERC H755 SAS Front, Riser Config 0, 1xOCP 3.0(x16) + 1x16LP, Trusted Platform Module 2.0 V3,  ReadyRails, 3Yr ProSupport and NBD On-Site Service",3325
DSSUDEL11R45000BX019,"PowerEdge R450 Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM,4310  2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 , 4X3.5"" ENT,16GB 3200MT/S,2.4TB 12G 10K 2.5 IN 3.5"",H755,5720,2X700W TITANIUM,3YRS PS",3200
 DELL PE R450 ( 2.5" Chassis with up to 8 Hard Drives) ,DELL PE R450 (3.5" Chassis with up to 8 Hard Drives) * NEW *,
DSSUDEL11R45000BX029,"PowerEdge R450 Server Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM    Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666  , 2.5'' Chassis ,8 x 2.5"" (SAS/SATA) 1 CPU , 16GB RDIMM, 3200MT/s, Dual Rank 16Gb BASE x8 ,  iDRAC9, Enterprise 15G ,   1.2TB 10K RPM SAS ISE 12Gbps 512e 2.5in Hot-plug Hard Drive , PERC H755 Front, Dual Hot-plug, PSU (1+1) 700W, Riser Config 0, 1xOCP 3.0(x16)+ 1x16LP, Trusted Platform Module 2.0 V3, NO OCP NIC 3.0,  , 3 years Next Business Day",3250
DSSUDEL11R55000BX014,"PowerEdge R550 Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM, Intel Xeon Silver 4310 , 16 X 2.5"" SAS/SATA 1 CPU, 16GB RDIMM 3200MT/s Dual Rank, iDRAC9 Enterprise 15G, 1 x 480GB SSD SATA 2.5in with 3.5in HYB CARR, PERC H755 SAS Front, Dual Hot-plug Power Supply Redundant (1+1) 700W , TPM2.0 V3,  ReadyRails Sliding Rails Without Cable Management Arm, 3Yr NBD ProSupport Warranty",3700
 DELL PE R650xs (2.5" Chassis with up to 8 & 10 Hard Drives) ,,
SSXDEL1100003,"PowerEdge R650XS, Chassis 10 x 2.5"", 2x Intel Xeon Silver 4310, 32GB (2x16GB) 3200MT/s RDIMM Dual Rank 1x 600GB SAS (10k rpm) 2.5"", Rails with Cable Management Arm Broadcom 57412 Dual Port 10GbE SFP+, OCP NIC 3.0 PERC H755 RAID Controller, iDRAC9 Enterprise 15G, Single, Hot-plug, Power Supply (1+0), 800W, 3Y ProSupport Support",3850
DSSUDEL11R66000BX001,"PowerEdge R660xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM/ Chassis 8 x 2.5"" /Xeon Silver 4410Y 12C / 16GB RDIMM, 4800MT/s, /1x 480GB SSD SATA Read Intensive 6Gbps 2.5in Hot-plug  Drive / ReadyRails Static Rails /Bezel /PERC H755 LP / ReadyRails Sliding Rails Without Cable Management Arm /iDRAC9 Enterprise 15G/ Dual Hot-plug PSU 700W Titanium/ 3Y ProSupport Support",3550
DSSXDEL11R66000BX003,"PE R660XS/Chassis 8 x 2.5(SAS/SATA)/Intel Xeon Silver 4514Y 2G,,30M Cache/32GB/1x480GB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD/Bezel/No NIC/Front PERC H755 Front Load/iDRAC9 Enterprise 16G/Dual 700W Titanium",3900
DSSXDEL11R66000BX001,"PE R660XS/Chassis 10 x 2.5(SAS/SATA)/Dual Intel Xeon Gold 5416S/32GB/1x960GB SSD SATA Mix Use 6Gbps 512 2.5in Hot-plug AG Drive/ReadyRails A11/Bezel/Broadcom 5720 Quad Port 1GbE BASE-T Adapter, OCP NIC 3.0/Front PERC H755 Front Load/iDRAC9 Enterprise 16G/Dual 700W Titanium",4200
DSSXDEL11R66000BX002,"PowerEdge R660xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM/ Chassis 8 x 2.5"" /Xeon Silver 4410Y 12C / 16GB RDIMM, 4800MT/s, /1x 480GB SSD SATA Read Intensive 6Gbps 2.5in Hot-plug  Drive / ReadyRails Static Rails /Bezel /PERC H755 LP / ReadyRails Sliding Rails Without Cable Management Arm /iDRAC9 Enterprise 15G/ Dual Hot-plug PSU 700W Titanium/ 3Y ProSupport Support",3550
"DELL PE R750xs (8 x 3.5"", 12 x 3.5'' Chassis Hard Drives)  ",,
DSSUDEL11R75000BX032,"PowerEdge R750xs Server  Intel Xeon Silver 4310 2.1G 12C/24T 10.4GT/s 18M Cache Turbo HT (120W) DDR4-2666, 3.5"" Chassis with up to 8 Hard Drives (SAS/SATA) 1 CPU, 16GB RDIMM 3200MT/s Dual Rank, iDRAC9 Enterprise 15G, 1.2TB 10K RPM SAS ISE 12Gbps 512e 2.5in Hot-plug Hard Drive 3.5in HYB CARR, , 3.5"" Chassis with up to 8 Hard Drives (SAS/SATA), 1 CPU ,Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM , PERC H755 SAS Front , Dual, Hot-plug, PSU (1+1) 700W Titanium ,  Broadcom 57412 Dual Port 10GbE SFP+, OCP  Adapter OCP NIC 3.0 , ReadyRails Sliding Rails Without Cable Management Arm , 3 years ProSupport and Next Business Day Onsite Service",3300
DSSUDEL11R75000BX043,"PowerEdge R750xs Server  Intel Xeon Silver 4310 2.1G 12C/24T 10.4GT/s 18M Cache Turbo HT (120W) DDR4-2666, 3.5"" Chassis with up to 8 Hard Drives (SAS/SATA) 1 CPU, 16GB RDIMM 3200MT/s Dual Rank, iDRAC9 Enterprise 15G, 2.4TB 10K RPM SAS ISE 12Gbps 512e 2.5in Hot-plug Hard Drive 3.5in HYB CARR, , 3.5"" Chassis with up to 8 Hard Drives (SAS/SATA), 1 CPU ,Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM , PERC H755 SAS Front , Dual, Hot-plug, PSU (1+1) 700W Titanium ,  Broadcom 57412 Dual Port 10GbE SFP+, OCP  Adapter OCP NIC 3.0 , ReadyRails Sliding Rails Without Cable Management Arm , 3 years ProSupport and Next Business Day Onsite Service",3400
DSSXDEL11R75000BX004,"Dell PowerEdge R750xs Rack Server (Mid-Range RACK SERVER)
3.5"" Chassis with up to 8 Hard Drives (SAS/SATA), V3 Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT
16GB RDIMM, 3200MT/s, Dual Rank 1 x 1.2TB Hard Drive SAS ISE 12Gbps 10K 512e 2.5in Hot-Plug 3.5""HYB, PowerEdge R750xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM, Broadcom 57412 Dual Port 10GbE SFP+, OCP NIC 3.0, Rack Rails, Standard Bezel
PERC H755 SAS Front (RAID 0,1,5) , iDRAC9, Enterprise 15G, Riser config 4, Half Length, Low Profile, 1x16 + 1x4 slots, 1 CPU
Dual, Hot-Plug, Power Supply, Redundant (1+1), 700W MM(200-240Vac) Titanium, 3 Year ProSupport Next Business Day Onsite",3500
DSSSDEL11R75000BX010,"PowerEdge R750xs Server: Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 / Chassis with up to 8 x 3.5"" SAS/SATA Hard Drives / 16 GB RDIMM, 3200MT/s, Dual Rank / iDRAC9, Enterprise 15G /1x480GB SSD SATA RI 6Gbps 512 2.5in Hot-plug AG Drive,3.5in HYB CARR /DVD +/-RW, SATA / PERC H755 SAS Front/  Broadcom 5720 Dual Port 1Gb On-Board LOM / No OCP / Dual, Hot-plug, PSU Redundant (1+1), 700W, Titanium / ReadyRails Sliding Rails Without Cable Management Arm / 3Yr Pro support NBD",3300
DSSUDEL11R75000BX048,"PowerEdge R750xs Server: Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 / Chassis with up to 8 x 3.5"" SAS/SATA Hard Drives / 2 X 16GB RDIMM, 3200MT/s, Dual Rank / iDRAC9, Enterprise 15G / 1x 2.4TB Hard Drive SAS ISE 12Gbps 10k 512n 2.5in with 3.5in HYB CARR /No DVD / PERC H755 SAS Front/  Broadcom 5720 Dual Port 1Gb On-Board LOM + Broadcom 57412 Dual Port 10GbE SFP+, OCP NIC 3.0 / Dual, Hot-plug, PSU Redundant (1+1), 700W, Titanium / ReadyRails Sliding Rails Without Cable Management Arm / 3Yr Pro support NBD",3675
DSSUDEL11R75000BX055,"PowerEdge R750xs Server: Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 / Chassis with up to 8 x 3.5"" SAS/SATA Hard Drives /   32GB RDIMM, 3200MT/s, Dual Rank / iDRAC9, Enterprise 15G / 1x 2.4TB Hard Drive SAS ISE 12Gbps 10k 512n 2.5in with 3.5in HYB CARR /No DVD / PERC H755 SAS Front/  Broadcom 5720 Dual Port 1Gb On-Board LOM + Broadcom 57412 Dual Port 10GbE SFP+, OCP NIC 3.0 / Dual, Hot-plug, PSU Redundant (1+1), 700W, Titanium / ReadyRails Sliding Rails Without Cable Management Arm / 3Yr Pro support NBD",3600
DSSUDEL11R75000BX050,"PowerEdge R750xs Server: Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 / Chassis with up to 8 x 3.5"" SAS/SATA Hard Drives / 16GB RDIMM, 3200MT/s, Dual Rank / iDRAC9, Enterprise 15G / 1x 2.4TB Hard Drive SAS ISE 12Gbps 10k 512n 2.5in with 3.5in HYB CARR /No DVD / PERC H755 SAS Front/  Broadcom 5720 Dual Port 1Gb On-Board LOM , NO OCP NIC 3.0 / Dual, Hot-plug, PSU Redundant (1+1), 700W, Titanium / ReadyRails Sliding Rails Without Cable Management Arm / 3Yr Pro support NBD",3500
DSSUDEL11R75000BX051,"PowerEdge R750xs Server: Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT (120W) DDR4-2666 / Chassis with up to 8 x 3.5"" SAS/SATA Hard Drives / 16GB RDIMM, 3200MT/s, Dual Rank / iDRAC9, Enterprise 15G / 1x 8TB Hard Drive NLSAS 12Gbps 7.2K 512n 3.5in /No DVD / PERC H755 SAS Front/  Broadcom 5720 Dual Port 1Gb On-Board LOM , NO OCP NIC 3.0 / Dual, Hot-plug, PSU Redundant (1+1), 700W, Titanium / ReadyRails Sliding Rails Without Cable Management Arm / 3Yr Pro support NBD",3550
DSSUDEL11R75000BX054,"PowerEdge R750xs Server: Intel Xeon Silver 4314  Turbo, HT (120W) DDR4-2666 / Chassis with up to 8 x 3.5"" SAS/SATA Hard Drives / 16 GB RDIMM, 3200MT/s, Dual Rank / iDRAC9, Enterprise 15G /1x480GB SSD SATA RI 6Gbps 512 2.5in Hot-plug AG Drive,3.5in HYB CARR /DVD +/-RW, SATA / PERC H755 SAS Front/  Broadcom 5720 Dual Port 1Gb On-Board LOM / No OCP / Dual, Hot-plug, PSU Redundant (1+1), 700W, Titanium / ReadyRails Sliding Rails Without Cable Management Arm / 3Yr Pro support NBD",3650
DSSUDEL11R75000BX037,"PowerEdge R750XS Chassis 12 x 3.5"",  Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM , 4310  , 16GB RDIMM, 3200MT/s, Dual Rank , 1 x 480GB SSD SATA RI 6Gbps 5 12 2.5in Hot-plug AG Drive, 3.5in HYB CARR /Rails /Bezel /No optical drive/  Broadcom 5720 Dual Port 1Gb On-Board LOM/PERC H755 with front load bracket/iDRAC9 Enterprise 15G/Dual, Hot-plug, Redundant Power Supply  (1+1) 700W Titanium ,  European Power Cord, / Trusted Platform Module 2.0/  Riser config 4, Half Length, Low Profile, 1x16 + 1x4 slots, 1 CPU  / ReadyRails Sliding Rails Without Cable Management Arm /3Y Prosupport NBD",3450
DSSUDEL11R75000BX057,"Dell PowerEdge R750xs Rack Server (Mid-Range RACK SERVER)
3.5"" Chassis with up to 12 Hard Drives (SAS/SATA), V3, Intel Xeon Silver 4310 2.1G, 12C/24T, 10.4GT/s, 18M Cache, Turbo, HT
16GB RDIMM, 3200MT/s, Dual Rank, 1 x 480GB SSD SATA RI 6Gbps 512 2.5in Hot-plug AG Drive, PowerEdge R750xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM, Broadcom 57416 Dual Port 10GbE BASE T OCP NIC 3.0, Rack Rails, Standard Bezel
PERC H755 SAS Front (RAID 0,1,5) , iDRAC9, Enterprise 15G, Riser config 4, Half Length, Low Profile, 1x16 + 1x4 slots, 1 CPU
Dual, Hot-Plug, Power Supply, Redundant (1+1), 700W MM(200-240Vac) Titanium, 3 Year ProSupport Next Business Day Onsite",3500
,"DELL PE R760xs (8 x 3.5"", 8 x 2.5'', 12 x 3.5'' & 16 x 2.5'' Chassis Hard Drives)  ", 
DSSXDEL11R76000BX001,"PowerEdge R760xs Server  /Chassis 8 x 2.5""/ Xeon Silver 4410Y 12C / 16GB RDIMM, 4800MT/s,/  480GB SSD SATA RI 6Gbps 512 2.5in Hot-plug AG Drive, 3.5in HYB CARR /Rails /Bezel /No optical drive/ /Broadcom 5720 Dual Port /  /PERC H755/iDRAC9 Enterprise 15G/  Dual Hot-plug Redundant PSU (1+1) 700W Titanium/  Trusted Platform Module 2.0/  Riser config 4, Half Length, Low Profile, 1x16 + 1x4 slots, 1 CPU  / ReadyRails Sliding Rails Without Cable Management Arm /3Y Prosupport NBD  ",4000
DSSXDEL11R76000BX005,"PowerEdge R760xs Server  /Chassis 8 x 3.5""/ Xeon Silver 4410Y 12C / 16GB RDIMM, 4800MT/s,/ 2.4TB 10K RPM SAS ISE 12Gbps 512e 2.5in Hot-plug Hard Drive, 3.5in HYB CARR /Rails /Bezel /No optical drive/ /Broadcom 5720 Dual Port /  /PERC H755/iDRAC9 Enterprise 15G/  Dual Hot-plug Redundant PSU (1+1) 700W Titanium/  Trusted Platform Module 2.0/  Riser config 4, Half Length, Low Profile, 1x16 + 1x4 slots, 1 CPU  / ReadyRails Sliding Rails Without Cable Management Arm /3Y Prosupport NBD  ",4200
DSSUDEL11R76000BX008,"PowerEdge R760xs, 3.5 x 8,Intel Xeon SIlver 4410Y 2G, 12C,16GB RDIMM, 2TB Hard Drive SATA ISE, No optical drive/ /Broadcom 5720 Dual Port /  /PERC H755/iDRAC9 Enterprise 15G/  Dual Hot-plug Redundant PSU (1+1) 700W Titanium/  Trusted Platform Module 2.0/  Riser config 4, Half Length, Low Profile, 1x16 + 1x4 slots, 1 CPU  / ReadyRails Sliding Rails Without Cable Management Arm, 3 Years ProSupport",4000
DSSJDEL11R76000BX001,"Dell PowerEdge R760xs Rack Server (Mid-Range RACK SERVER)
2.5"" Chassis with up to 16 Hard Drives (SAS/SATA), PERC11
Intel Xeon Silver 4510, Turbo, HT (150W) DDR5-4000, 32GB RDIMM, 4800MT/s Single Rank, 1 x 2.4TB Hard Drive SAS ISE 12Gbps 10K 512e 2.5in Hot-Plug, PowerEdge R760xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM
Broadcom 57416 DP 10GB BASE-T Adapter, OCP NIC 3.0 , Riser Config 0, No Riser, 1x16 + 1x8 (1 CPU), with OCP, Rack Rails, Standard Bezel
PERC H755 SAS Front (RAID 0,1,5) , iDRAC9, Enterprise 16G , Dual, Redundant(1+1), Hot-Plug Power Supply,1100W MM(100-240Vac) Titanium
3 Year Basic",4600
DSSJDEL11R76000BX003,"Dell PowerEdge R760xs Rack Server (Mid-Range RACK SERVER)
2.5"" Chassis with up to 16 Hard Drives (SAS/SATA), + 8X2.5'' NVME,
2 x Intel Xeon Silver 4510, Turbo, HT (150W) DDR5-4000,  2 x 32GB RDIMM, 5600MT/s Single Rank, 1 x 1.2TB Hard Drive SAS ISE 12Gbps 10K 512e 2.5in Hot-Plug, PowerEdge R760xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM
Broadcom 57414 DP 10GB  OCP NIC 3.0 , Riser Config 0, No Riser, 1x16 + 1x8 (1 CPU), with OCP, Rack Rails, Standard Bezel
PERC H755 SAS Front (RAID 0,1,5) , iDRAC9, Enterprise 16G , Dual, Redundant(1+1), Hot-Plug Power Supply,1100W MM(100-240Vac) Titanium
3 Year Basic",5500
DSSJDEL11R76000BX007,"Dell PowerEdge R760xs Rack Server (Mid-Range RACK SERVER)
2.5"" Chassis with up to 16 Hard Drives (SAS/SATA), + 8X2.5'' NVME,
2 x Intel Xeon Silver 4510, Turbo, HT (150W) DDR5-4000,  2 x 32GB RDIMM, 5600MT/s Single Rank, 1 x 1.2TB Hard Drive SAS ISE 12Gbps 10K 512e 2.5in Hot-Plug, PowerEdge R760xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM
Broadcom 57414 DP 10GB  OCP NIC 3.0 , Riser Config 0, No Riser, 1x16 + 1x8 (1 CPU), with OCP, Rack Rails, Standard Bezel
PERC H755 SAS Front (RAID 0,1,5) , iDRAC9, Enterprise 16G , Dual, Redundant(1+1), Hot-Plug Power Supply,1100W MM(100-240Vac) Titanium
3 Year Pro support",6250
DSSJDEL11R76000BX002,"Dell PowerEdge R760xs Rack Server (Mid-Range RACK SERVER)
3.5"" Chassis with up to 12 Hard Drives (SAS/SATA) PERC11
Intel 1 X Xeon Silver 4514Y  Turbo, HT (150W) DDR5-4000, 1 X 32 RDIMM, 5600MT/s Single Rank, 1 x 8TB SAS  3.5in Hot-Plug, PowerEdge R760xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM, Broadcom 5720 Quad Port 1GbE BASE-T Adapter, OCP NIC 3.0 Riser Config 0, No Riser, 1x16 + 1x8 (1 CPU), with OCP+C8, Rack Rails, Standard Bezel
PERC H755 SAS Front (RAID 0,1,5) , iDRAC9, Enterprise 16G, Dual, Redundant(1+1), Hot-Plug Power Supply 1100W Titanium
3 Year pro support",4350
DSSUDEL11R76000BX007,"Dell PowerEdge R760XS 12X3.5"" ENT,Intel Xeon Silver 4510 2.4G, 1 2C/24T, 16GT/s, 30M Cache,32GB,2TB Hard Drive SATA ISE 6Gbps 7.2K 512n 3.5in,H755,Riser Config 0, No Riser, 1x16 + 1x8 (1 CPU), without OCP,2X700W TIT,High Performance Fan x5,3YRS PROSUPPORT",3950
DSSJDEL11R76000BX002,"Dell PowerEdge R760xs Rack Server 3.5"" Chassis with up to 12 Har d Drives (SAS/SATA) PERC11',Intel Xeon Silver 4514Y 2G, 16 C/32T, 16GT/s, 30M Cache, Turb o, HT,32GB RDIMM, 5600MT/s, Dual Ran k,8TB Hard Drive SAS ISE 12Gbps 7.2K 512e 3.5in Hot-Plug, AG Drive, with OCP,H755,ENT,,2X1100W MM(100-240 Vac) Titanium,5720 OCP,5XHIGH PERF FANS,3 Years Parts Only Support",4250
DSSJDEL11R76000BX004,"Dell PowerEdge R760xs Rack Server 3.5"" Chassis with up to 12 Har d Drives (SAS/SATA) PERC11',2x  Intel Xeon Silver 4514Y 2G, 16 C/32T, 16GT/s, 30M Cache, Turb o, HT,2X 64GB RDIMM, 5600MT/s, Dual Ran k,12TB Hard Drive SAS ISE 12Gbps 7.2K 512e 3.5in Hot-Plug, AG Drive, with OCP,H755,ENT,2X1100W MM(100-240 Vac) Titanium,5720 OCP,3 Years Parts Only Support",5200
DSSJDEL11R76000BX004,"Dell PowerEdge R760xs Rack Server (Mid-Range RACK SERVER)
3.5"" Chassis with up to 12 Hard Drives (SAS/SATA) PERC11
Intel 2 X Xeon Silver 4514Y  Turbo, HT (150W) DDR5-4000, 2 X 64 RDIMM, 5600MT/s Single Rank, 1 x 12TB SAS  3.5in Hot-Plug, PowerEdge R760xs Motherboard with Broadcom 5720 Dual Port 1Gb On-Board LOM, Broadcom 5720 Quad Port 1GbE BASE-T Adapter, OCP NIC 3.0 Riser Config 0, No Riser, 1x16 + 1x8 (1 CPU), with OCP+C8, Rack Rails, Standard Bezel
PERC H755 SAS Front (RAID 0,1,5) , iDRAC9, Enterprise 16G, Dual, Redundant(1+1), Hot-Plug Power Supply 1100W Titanium
3 Year Basic",5750
DSSXDEL11R76000BX006,"PE R760XS/Chassis 12x 3.5"" SAS/SATA/Intel Xeon Gold 5420+/16GB/1x4TB Hard Drive SAS  12Gbps 7.2K 512e 3.5in Hot-Plug/Rails Without CA/Bezel/Broadcom 57414/PERC H755 Adapter LP/iDRAC9 Enterprise 16G/Dual 700W Titanium/ ,3YRS PS",5300
Dell Win Server,,
SS-DEL5500110,"Windows Server 2022,Standard,Dell ROK,16CORE (ROK_Microsoft_WS_Standard_2022_16 cores_2VMs)",850
DEEUDEL55W25000BX001,"Windows Server 2025,Standard, ROK,16CORE ",900
Server Memory,,
SS-DEL3300037,"8GB RAM DDR4 3200 ED2 - UDMM ECC - R250,R350,T150,T350",60
SS-DEL3300007,"16GB Dual Rank DDR4 PC4-UDIMM 3200 ECC for  R250,R350,T150,T350 ",80
SS-DEL3300043,"SAMSUNG 32GB DDR4-3200 ECC UDIMM PC4-25600E  R250,R350,T150,T350",140
DSSUDEL3316G000BX011,16GB 1RX8 4800 DDR5 EC4 UDIMM R360,190
DSSUDEL3332G000BX012,32GB 2RX8 PC5 5600 DDR5 EC4 UDIMM R360,270
SS-DEL3300046,8GB DDR4-2666 ECC RDIMM,40
SS-DEL3300028,8GB 3200 ECC RDIMM,50
SS-DEL3300016,32GB DDR4-2933 ECC RDIMM ,100
SS-DEL3300027,16GB DDR4-3200 ECC RDIMM ,75
SS-DEL3300023,32GB DDR4-3200 ECC RDIMM ,125
SS-DEL3300031,64GB DDR4-3200 ECC RDIMM ,220
SS-DEL3300042,SAMSUNG 32GB DDR4-3200 RDIMM PC4-25600R (M393A4K40EB3-CWECQ) R750xs,125
SS-DEL3300041,SAMSUNG 64GB DDR4-3200 RDIMM PC4-25600R (M393A8G40BB4-CWEC0) R750xs,220
SS-DEL3300047,MICRON DDR4 RDIMM 64GB 2RX4 3200 CL22 (16GBIT) (SINGLE PACK):649528928580,230
DSSUDEL3316G000BX015,16 GB - 1Rx8 DDR5 RDIMM 5600 MT/s ,165
DSSUDEL3316G000BX010,16GB DDR5-4800 RDIMM,145
DSSUDEL3332G000BX013,32 GB - 2Rx8 DDR5 RDIMM 5600MT/s ,240
DSSUDEL3332G000BX011,32GB PC5-4800B-R (4800MHz) ECC RDIMM,220
DSSUDEL3364G000BX007,SAMSUNG 64GB DDR5-4800 RDIMM ECC 2Rx4 (M321R8GA0BB0-CQKZJ),375
DSSUDEL3364G000BX009,64GB PC5-4800B-R (4800MHz) ECC RDIMM,375
DSSUDEL3364G000BX010 ,SAMSUNG 64GB 5600 DDR5 RDIMM RAM ,420
DELL SERVER HARD DISK DRIVES,,
SS-DEL4400162,Dell 240GB SATA SSD 6GBPS RI,225
DSSUDEL44480000BX001,"Dell 480GB 6Gb/s Read-Intensive, Serial ATA, Solid State (SSD) 2.5’’ inside 3.5’’",300
DSSUDEL44480000BX007,Dell 480GB SATA SSD 6GBPSREAD INTENSIVE SSD with Gen15 3.5inch tray,300
DSSUDEL44480000BX008,Dell 480GB SSD SATA MIXED USE 6GBPS 512E 2.5IN WITH 3.5IN HYB CARR CUS KIT,375
SS-DEL4400379,Dell 960GB 6Gbps SATA SSD 2.5in Hot-plug Hard Drive 3.5in HYB CARR ,450
SS-DEL4400154,Dell 960GB 12Gbps Read Intensive TLC 2.5in SAS SSD ,600
DSSUDEL44960000BX001,"960GB 2.5"",3.5"" SATA RI 6GBPS SSD-14G",450
SS-DEL4400390,Dell 960GB 12Gbps SAS Mix Use MLC 2.5 SSD PX05SVB096Y inside 3.5’’ for R750,650
SS-DEL4400068,"960GB 2.5"",3.5"" SATA MIXED USED 6GBPs SSD - 14G",500
SS-DEL4400412,Dell 960GB SSD SATA Read Intensive 6Gbps 512 2.5in HDD,450
SS-DEL4400413,Dell 960GB SSD SATA Mix Use 6Gbps 512 2.5in Hot-plug AG Drive,500
SS-DEL4400107,Dell 1.92TB SATA-6Gb/s 2.5" Intel SSD DriveHDD for R640,600
SS-DEL4400400,DELL 1.92TB SATA SSD  Mix Use 6GBPS RI 2.5/3.5 14G,650
DSSUDEL44196000BX003,Dell 1.92TB SAS RI 2.5" 12GBP HDDs,700
DSSUDEL44196000BX010,"1TB 7.2K SATA Entry 3.5in Cabled Hard Drive ----For T40, T150",170
SS-DEL4400052,1TB SATA 7.2K 3.5" 6Gbps Fully assembled (Hot Plug) Hard Drive,190
